rowname	Realm	Kingdom	Phylum	Class	Order	Family	Genus	Species
NODE_A36_length_3533_cov_13.183160_BlackFly21	Riboviria	Orthornavirae	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Chrysoviridae	Chrysovirus	Erysiphe necator associated chrysovirus 3
NODE_A36_length_3799_cov_98.511822_BlackFly44	Riboviria	Orthornavirae	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Chrysoviridae	Alphachrysovirus	Alphachrysovirus aspergilli
NODE_A36_length_3843_cov_15.658258_BlackFly59	NA	NA	NA	Naldaviricetes	Lefavirales	Hytrosaviridae	NA	Drosophila suzukii associated hytrosavirus 1
NODE_A36_length_4096_cov_51.369744_BlackFly32	Riboviria	Orthornavirae	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	NA	NA	NA
NODE_A36_length_5963_cov_93.380904_BlackFly29	Riboviria	Orthornavirae	NA	NA	NA	NA	Botybirnavirus	Plasmopara viticola lesion associated botybirna 1
NODE_A36_length_7122_cov_27.061746_BlackFly3	Riboviria	Orthornavirae	Pisuviricota	Pisoniviricetes	Picornavirales	NA	NA	Picornavirales sp.
NODE_A362_length_1819_cov_5.952928_BlackFly31	Riboviria	Orthornavirae	Pisuviricota	NA	NA	NA	NA	NA
NODE_A363_length_1640_cov_2.946897_BlackFly39	Riboviria	Orthornavirae	Pisuviricota	Pisoniviricetes	Picornavirales	Dicistroviridae	Triatovirus	Black queen cell virus
NODE_A363_length_1745_cov_65.034772_BlackFly23	Riboviria	Orthornavirae	Pisuviricota	Duplopiviricetes	Durnavirales	Partitiviridae	Gammapartitivirus	Erysiphe necator associated gammapartitivirus 1
NODE_A366_length_1197_cov_5.194643_BlackFly15	Riboviria	Orthornavirae	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Totiviridae	Totivirus	Ustilago maydis virus H1
NODE_A368_length_1538_cov_4.238193_BlackFly12	Riboviria	Orthornavirae	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Totiviridae	NA	Tonghua Totiv tick virus 1
NODE_A37_length_2600_cov_3.904082_BlackFly46	Riboviria	Orthornavirae	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Totiviridae	Totivirus	Sanya totivirus 11
NODE_A37_length_3001_cov_7.738372_BlackFly22	Riboviria	Orthornavirae	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Chrysoviridae	Alphachrysovirus	NA
NODE_A37_length_3262_cov_38.429199_BlackFly53	Riboviria	Orthornavirae	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Chrysoviridae	Chrysovirus	Erysiphe necator associated chrysovirus 2
NODE_A37_length_3594_cov_69.020756_BlackFly14	Riboviria	Orthornavirae	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	NA	NA	NA
NODE_A37_length_3683_cov_5.395452_BlackFly4	Riboviria	Orthornavirae	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Totiviridae	NA	Hortaea werneckii totivirus 1
NODE_A37_length_3772_cov_156.661164_BlackFly44	Riboviria	Orthornavirae	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Chrysoviridae	Chrysovirus	Grapevine associated chrysovirus-3
NODE_A37_length_5612_cov_17.725926_BlackFly12	Riboviria	Orthornavirae	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Totiviridae	Totivirus	Ustilago maydis virus H1
NODE_A37_length_5631_cov_26.437703_BlackFly31	Riboviria	Orthornavirae	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	NA	NA	NA
NODE_A370_length_1789_cov_20.364486_BlackFly14	Riboviria	Orthornavirae	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Totiviridae	Victorivirus	NA
NODE_A371_length_1789_cov_8.683411_BlackFly14	Riboviria	Orthornavirae	Kitrinoviricota	Alsuviricetes	Martellivirales	NA	NA	NA
NODE_A373_length_1261_cov_3.954392_BlackFly25	Riboviria	Orthornavirae	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Chrysoviridae	Alphachrysovirus	Alphachrysovirus cryphonectriae
NODE_A38_length_2263_cov_13.196249_BlackFly25	Riboviria	NA	NA	NA	NA	Polymycoviridae	Polymycovirus	Setosphaeria turcica polymycovirus 2
NODE_A38_length_3500_cov_124.680689_BlackFly14	Riboviria	Orthornavirae	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Chrysoviridae	Chrysovirus	Erysiphe necator associated chrysovirus 2
NODE_A38_length_3753_cov_88.126224_BlackFly42	Riboviria	Orthornavirae	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Chrysoviridae	Alphachrysovirus	Alphachrysovirus macrophominae
NODE_A38_length_5581_cov_1732.139353_BlackFly31	Riboviria	Orthornavirae	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Totiviridae	NA	Penicillium digitatum totivirus 2
NODE_A38_length_6591_cov_431.321615_BlackFly3	Riboviria	Orthornavirae	Negarnaviricota	Monjiviricetes	Mononegavirales	Mymonaviridae	Penicillimonavirus	Penicillimonavirus epsilonplasmoparae
NODE_A380_length_1848_cov_210.853190_BlackFly3	Riboviria	Orthornavirae	Pisuviricota	Duplopiviricetes	Durnavirales	Partitiviridae	NA	Plasmopara viticola lesion associated Partitivirus 1
NODE_A387_length_1076_cov_7.400400_BlackFly6	Riboviria	Orthornavirae	Lenarviricota	Leviviricetes	Norzivirales	Fiersviridae	NA	Leviviridae sp.
NODE_A39_length_1890_cov_14.421953_BlackFly47	Riboviria	NA	NA	NA	NA	NA	NA	Plasmopara viticola lesion associated polymycovirus 3
NODE_A39_length_2509_cov_57.294819_BlackFly7	Riboviria	Orthornavirae	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Totiviridae	Victorivirus	NA
NODE_A39_length_2852_cov_26.087928_BlackFly35	Riboviria	Orthornavirae	Pisuviricota	Stelpaviricetes	Patatavirales	NA	NA	NA
NODE_A39_length_3638_cov_7033.228868_BlackFly34	Riboviria	Orthornavirae	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Alternaviridae	Alternavirus	NA
NODE_A39_length_3748_cov_83.554072_BlackFly42	Riboviria	Orthornavirae	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	NA	NA	NA
NODE_A391_length_1114_cov_4.778206_BlackFly52	Riboviria	Orthornavirae	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	NA	NA	NA
NODE_A392_length_1068_cov_2.611504_BlackFly6	Riboviria	Orthornavirae	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Totiviridae	Victorivirus	NA
NODE_A393_length_1067_cov_3.987879_BlackFly6	Riboviria	Orthornavirae	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Totiviridae	Totivirus	NA
NODE_A395_length_1608_cov_8.525147_BlackFly39	Riboviria	Orthornavirae	Kitrinoviricota	Tolucaviricetes	Tolivirales	Tombusviridae	Umbravirus	Phoma matteucciicola RNA virus 2
NODE_A396_length_1766_cov_19.216104_BlackFly14	Riboviria	Orthornavirae	Pisuviricota	Duplopiviricetes	Durnavirales	Partitiviridae	NA	Erysiphe necator associated partitivirus 2
NODE_A4_length_10075_cov_1088.771954_BlackFly34	Riboviria	Orthornavirae	Pisuviricota	Duplopiviricetes	Durnavirales	Hypoviridae	Hypovirus	Fusarium concentricum hypovirus 1
NODE_A4_length_12404_cov_730.807901_BlackFly44	Riboviria	Orthornavirae	Negarnaviricota	Monjiviricetes	Mononegavirales	Rhabdoviridae	NA	NA
NODE_A4_length_19843_cov_17.610493_BlackFly59	Duplodnaviria	Heunggongvirae	Uroviricota	NA	NA	NA	NA	NA
NODE_A4_length_22144_cov_150.482077_BlackFly53	Duplodnaviria	Heunggongvirae	Uroviricota	NA	NA	NA	NA	NA
NODE_A4_length_2253_cov_23.235754_BlackFly_NC_Jara_2	Riboviria	Orthornavirae	Negarnaviricota	Ellioviricetes	Bunyavirales	Phenuiviridae	Goukovirus	NA
NODE_A4_length_31868_cov_26.181970_BlackFly31	Duplodnaviria	Heunggongvirae	Uroviricota	NA	NA	NA	NA	NA
NODE_A4_length_32740_cov_74.402504_BlackFly5	Duplodnaviria	Heunggongvirae	Uroviricota	NA	NA	NA	NA	NA
NODE_A4_length_36096_cov_53.341931_BlackFly4	Duplodnaviria	Heunggongvirae	Uroviricota	NA	NA	NA	NA	NA
NODE_A4_length_37307_cov_2048.608864_BlackFly43	Duplodnaviria	Heunggongvirae	Uroviricota	NA	NA	NA	NA	NA
NODE_A4_length_39646_cov_556.493568_BlackFly57	Duplodnaviria	Heunggongvirae	Uroviricota	NA	NA	NA	NA	NA
NODE_A4_length_39742_cov_73.699231_BlackFly27	Duplodnaviria	Heunggongvirae	Uroviricota	NA	NA	NA	NA	NA
NODE_A4_length_40213_cov_313.906692_BlackFly32	Duplodnaviria	Heunggongvirae	Uroviricota	NA	NA	NA	NA	NA
NODE_A4_length_40282_cov_838.904539_BlackFly29	Duplodnaviria	Heunggongvirae	Uroviricota	NA	NA	NA	NA	NA
NODE_A4_length_41449_cov_1941.308324_BlackFly12	Duplodnaviria	Heunggongvirae	Uroviricota	NA	NA	NA	NA	NA
NODE_A4_length_41536_cov_800.778022_BlackFly10	Duplodnaviria	Heunggongvirae	Uroviricota	NA	NA	NA	NA	NA
NODE_A4_length_42542_cov_133.350500_BlackFly23	Duplodnaviria	Heunggongvirae	Uroviricota	NA	NA	NA	NA	NA
NODE_A4_length_42642_cov_42.875673_BlackFly48	Duplodnaviria	Heunggongvirae	Uroviricota	NA	NA	NA	NA	NA
NODE_A4_length_44027_cov_30.627691_BlackFly30	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes	NA	NA	NA	NA
NODE_A4_length_45591_cov_409.493518_BlackFly6	Duplodnaviria	Heunggongvirae	Uroviricota	NA	NA	NA	NA	NA
NODE_A4_length_48980_cov_32.422428_BlackFly16	Duplodnaviria	Heunggongvirae	Uroviricota	NA	NA	NA	NA	NA
NODE_A4_length_49076_cov_408.167330_BlackFly28	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes	NA	NA	NA	Caudoviricetes sp.
NODE_A4_length_6139_cov_61.610195_BlackFly18	Riboviria	Orthornavirae	Pisuviricota	Pisoniviricetes	Picornavirales	NA	NA	NA
NODE_A4_length_8006_cov_12.873376_BlackFly45	Riboviria	Orthornavirae	Pisuviricota	Pisoniviricetes	Picornavirales	NA	NA	NA
NODE_A40_length_2737_cov_5.751880_BlackFly38	Riboviria	Orthornavirae	Pisuviricota	Pisoniviricetes	Picornavirales	Dicistroviridae	NA	Plasmopara viticola lesion associated dicistro-like virus 1
NODE_A40_length_3022_cov_7.894397_BlackFly53	Riboviria	Pararnavirae	Artverviricota	NA	NA	NA	NA	NA
NODE_A404_length_1442_cov_4.851282_BlackFly19	Riboviria	Orthornavirae	Pisuviricota	Duplopiviricetes	Durnavirales	Partitiviridae	NA	Botryosphaeria dothidea partitivirus 3
NODE_A406_length_1756_cov_98.772484_BlackFly14	Riboviria	Orthornavirae	Kitrinoviricota	Alsuviricetes	Tymovirales	Gammaflexiviridae	Gammaflexivirus	Gammaflexivirus PaGFV-1
NODE_A41_length_2558_cov_4.206771_BlackFly58	NA	NA	NA	Naldaviricetes	Lefavirales	Hytrosaviridae	NA	Drosophila suzukii associated hytrosavirus 1
NODE_A41_length_3449_cov_140.247331_BlackFly14	NA	NA	NA	NA	NA	NA	NA	Wuhan insect virus 30
NODE_A410_length_1716_cov_122.747407_BlackFly31	Riboviria	Orthornavirae	Pisuviricota	Duplopiviricetes	Durnavirales	Partitiviridae	NA	Botryosphaeria dothidea partitivirus 3
NODE_A42_length_2813_cov_7.030702_BlackFly22	NA	NA	NA	NA	NA	NA	NA	Wuhan insect virus 30
NODE_A42_length_3612_cov_122.659689_BlackFly42	Riboviria	Orthornavirae	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Chrysoviridae	Chrysovirus	Erysiphe necator associated chrysovirus 3
NODE_A42_length_3670_cov_6.072363_BlackFly44	Riboviria	Orthornavirae	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	NA	NA	NA
NODE_A42_length_5731_cov_8.888221_BlackFly36	Riboviria	Orthornavirae	Pisuviricota	Pisoniviricetes	Picornavirales	NA	NA	Robinvale bee virus 6
NODE_A420_length_1275_cov_9.564274_BlackFly57	Riboviria	Orthornavirae	Pisuviricota	Duplopiviricetes	Durnavirales	Partitiviridae	NA	Grapevine partitivirus
NODE_A427_length_1067_cov_4.689899_BlackFly52	Riboviria	NA	NA	NA	NA	NA	NA	Plasmopara viticola lesion associated polymycovirus 3
NODE_A43_length_2402_cov_21.489462_BlackFly46	Riboviria	NA	NA	NA	NA	NA	NA	Plasmopara viticola lesion associated polymycovirus 3
NODE_A43_length_2743_cov_5.245686_BlackFly22	Riboviria	Orthornavirae	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Chrysoviridae	Betachrysovirus	Betachrysovirus colletotrichi
NODE_A43_length_2751_cov_5.465221_BlackFly53	Riboviria	Orthornavirae	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	NA	NA	NA
NODE_A43_length_3268_cov_15.922595_BlackFly10	Riboviria	Orthornavirae	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Chrysoviridae	Alphachrysovirus	NA
NODE_A43_length_3314_cov_1094.543404_BlackFly14	Riboviria	Orthornavirae	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Chrysoviridae	Chrysovirus	Erysiphe necator associated chrysovirus 3
NODE_A43_length_3592_cov_75.874538_BlackFly42	Riboviria	Orthornavirae	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Chrysoviridae	Chrysovirus	Erysiphe necator associated chrysovirus 2
NODE_A43_length_4656_cov_35.550120_BlackFly27	Riboviria	Orthornavirae	Kitrinoviricota	Tolucaviricetes	Tolivirales	Tombusviridae	NA	NA
NODE_A43_length_6374_cov_112.071939_BlackFly3	Riboviria	Orthornavirae	Negarnaviricota	Ellioviricetes	Bunyavirales	NA	NA	NA
NODE_A43_length_6547_cov_128.251932_BlackFly16	Riboviria	Orthornavirae	Negarnaviricota	Monjiviricetes	Mononegavirales	Mymonaviridae	Penicillimonavirus	Penicillimonavirus epsilonplasmoparae
NODE_A430_length_1769_cov_978.960402_BlackFly3	Riboviria	Orthornavirae	Kitrinoviricota	NA	NA	NA	NA	NA
NODE_A431_length_1120_cov_5.418025_BlackFly32	Riboviria	Orthornavirae	Negarnaviricota	Monjiviricetes	Mononegavirales	NA	NA	NA
NODE_A432_length_1351_cov_2.011774_BlackFly36	Riboviria	Orthornavirae	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Totiviridae	Totivirus	Ustilago maydis virus H1
NODE_A433_length_1340_cov_2.729216_BlackFly16	Riboviria	Orthornavirae	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Totiviridae	NA	NA
NODE_A44_length_3234_cov_51.382325_BlackFly14	Riboviria	Orthornavirae	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Chrysoviridae	Alphachrysovirus	NA
NODE_A44_length_3506_cov_6.254593_BlackFly34	Riboviria	Orthornavirae	Pisuviricota	Pisoniviricetes	Picornavirales	NA	NA	NA
NODE_A44_length_3887_cov_173.315486_BlackFly30	Riboviria	Orthornavirae	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Chrysoviridae	Alphachrysovirus	Poaceae Liege alphachrysovirus 3
NODE_A44_length_3891_cov_17.065810_BlackFly48	Riboviria	Orthornavirae	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Chrysoviridae	Chrysovirus	Diplodia seriata chrysovirus 1
NODE_A44_length_5669_cov_50.651645_BlackFly36	Riboviria	Orthornavirae	Negarnaviricota	Ellioviricetes	Bunyavirales	NA	NA	NA
NODE_A44_length_6339_cov_14.793197_BlackFly3	Riboviria	Orthornavirae	Negarnaviricota	Yunchangviricetes	Goujianvirales	Yueviridae	NA	Enontekio yuevirus
NODE_A441_length_1059_cov_10.408350_BlackFly38	Riboviria	Orthornavirae	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	NA	NA	NA
NODE_A45_length_2549_cov_5.163430_BlackFly22	Riboviria	Orthornavirae	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Chrysoviridae	NA	NA
NODE_A45_length_3195_cov_683.454458_BlackFly14	Riboviria	Orthornavirae	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Chrysoviridae	Chrysovirus	Erysiphe necator associated chrysovirus 3
NODE_A45_length_4585_cov_10.508429_BlackFly52	Riboviria	Orthornavirae	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Totiviridae	NA	Tonghua Totiv tick virus 1
NODE_A45_length_6076_cov_38.002667_BlackFly3	Riboviria	Orthornavirae	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Totiviridae	Totivirus	Ustilago maydis virus H1
NODE_A452_length_1092_cov_2.200985_BlackFly32	Riboviria	Orthornavirae	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Totiviridae	NA	NA
NODE_A452_length_1560_cov_11.207013_BlackFly39	Riboviria	Orthornavirae	Pisuviricota	Duplopiviricetes	Durnavirales	Partitiviridae	NA	Ustilaginoidea virens partitivirus 3
NODE_A46_length_1990_cov_101.941976_BlackFly7	Riboviria	Orthornavirae	Pisuviricota	Duplopiviricetes	Durnavirales	Curvulaviridae	Orthocurvulavirus	Trichoderma harzianum orthocurvulavirus 1
NODE_A46_length_2087_cov_10.153234_BlackFly25	Monodnaviria	Shotokuvirae	Cressdnaviricota	Repensiviricetes	Geplafuvirales	Genomoviridae	Gemycircularvirus	Byrsonima crassifolia associated gemycircularvirus
NODE_A46_length_2543_cov_28.626521_BlackFly22	Riboviria	Orthornavirae	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Totiviridae	Victorivirus	NA
NODE_A46_length_3542_cov_657.638095_BlackFly44	Riboviria	Orthornavirae	Lenarviricota	Leviviricetes	Norzivirales	Fiersviridae	NA	Leviviridae sp.
NODE_A46_length_3738_cov_102.207320_BlackFly48	Riboviria	Orthornavirae	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Chrysoviridae	Chrysovirus	Grapevine associated chrysovirus-3
NODE_A46_length_4493_cov_25.871603_BlackFly27	Riboviria	Orthornavirae	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Totiviridae	NA	Hortaea werneckii totivirus 1
NODE_A46_length_6281_cov_12.602676_BlackFly16	Riboviria	Orthornavirae	Negarnaviricota	Monjiviricetes	Mononegavirales	Mymonaviridae	Sclerotimonavirus	Sclerotimonavirus botrytidis
NODE_A469_length_1449_cov_4.511662_BlackFly28	Riboviria	Orthornavirae	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Chrysoviridae	Chrysovirus	Erysiphe necator associated chrysovirus 3
NODE_A47_length_2313_cov_7.263417_BlackFly46	Riboviria	Orthornavirae	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Totiviridae	Victorivirus	Sclerotinia nivalis victorivirus 1
NODE_A47_length_2388_cov_15.396798_BlackFly45	Riboviria	NA	NA	NA	NA	NA	NA	Plasmopara viticola lesion associated polymycovirus 5
NODE_A47_length_2389_cov_14.330450_BlackFly22	Riboviria	Orthornavirae	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Totiviridae	Victorivirus	NA
NODE_A47_length_2887_cov_4.562633_BlackFly10	Riboviria	Orthornavirae	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Totiviridae	NA	Tonghua Totiv tick virus 1
NODE_A47_length_6221_cov_10.271484_BlackFly16	Riboviria	Orthornavirae	Negarnaviricota	Ellioviricetes	Bunyavirales	NA	NA	NA
NODE_A474_length_1230_cov_2.686904_BlackFly16	Riboviria	Orthornavirae	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Totiviridae	Totivirus	Sanya totivirus 11
NODE_A48_length_2205_cov_13.185150_BlackFly58	Riboviria	Orthornavirae	Pisuviricota	Duplopiviricetes	Durnavirales	Partitiviridae	NA	Lichen partiti-like RNA virus sp.
NODE_A48_length_2370_cov_3.375927_BlackFly22	Riboviria	Orthornavirae	Negarnaviricota	Monjiviricetes	Mononegavirales	Mymonaviridae	Penicillimonavirus	Penicillimonavirus epsilonplasmoparae
NODE_A48_length_3074_cov_12.684351_BlackFly21	Riboviria	Orthornavirae	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Chrysoviridae	NA	Erysiphe necator associated chryso-like virus 2
NODE_A48_length_3316_cov_4.321704_BlackFly34	NA	NA	NA	NA	NA	NA	NA	NA
NODE_A48_length_3668_cov_103.886661_BlackFly48	Riboviria	Orthornavirae	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Chrysoviridae	Chrysovirus	NA
NODE_A48_length_3680_cov_16.292812_BlackFly32	Riboviria	Orthornavirae	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Chrysoviridae	Chrysovirus	Grapevine associated chrysovirus-2
NODE_A48_length_4575_cov_44.458871_BlackFly23	Riboviria	Orthornavirae	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Totiviridae	NA	NA
NODE_A480_length_1545_cov_2.640327_BlackFly39	Riboviria	Orthornavirae	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	NA	NA	NA
NODE_A481_length_1068_cov_3.997982_BlackFly32	Riboviria	Orthornavirae	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	NA	NA	NA
NODE_A49_length_2638_cov_11.775088_BlackFly35	Riboviria	Orthornavirae	Kitrinoviricota	Alsuviricetes	Martellivirales	NA	NA	NA
NODE_A49_length_2832_cov_7.867877_BlackFly39	Monodnaviria	Shotokuvirae	Cossaviricota	Quintoviricetes	Piccovirales	Parvoviridae	Iteradensovirus	Lepidopteran iteradensovirus 2
NODE_A49_length_3409_cov_88.230492_BlackFly42	NA	NA	NA	NA	NA	NA	NA	Wuhan insect virus 30
NODE_A49_length_3453_cov_38.838566_BlackFly59	NA	NA	NA	NA	NA	NA	NA	Wuhan insect virus 30
NODE_A49_length_4229_cov_7.030829_BlackFly52	Riboviria	Orthornavirae	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	NA	NA	NA
NODE_A49_length_4780_cov_9.099724_BlackFly31	Riboviria	Orthornavirae	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	NA	NA	NA
NODE_A5_length_24367_cov_70.123508_BlackFly5	Duplodnaviria	Heunggongvirae	Uroviricota	NA	NA	NA	NA	NA
NODE_A5_length_25988_cov_17.479796_BlackFly43	Duplodnaviria	Heunggongvirae	Uroviricota	NA	NA	NA	NA	NA
NODE_A5_length_33242_cov_28.172290_BlackFly57	Duplodnaviria	Heunggongvirae	Uroviricota	NA	NA	NA	NA	NA
NODE_A5_length_35827_cov_140.169203_BlackFly48	Duplodnaviria	Heunggongvirae	Uroviricota	NA	NA	NA	NA	NA
NODE_A5_length_38280_cov_73.874120_BlackFly27	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes	NA	NA	Coetzeevirus	Coetzeevirus ATCC8014
NODE_A5_length_39448_cov_27.953748_BlackFly6	Duplodnaviria	Heunggongvirae	Uroviricota	NA	NA	NA	NA	NA
NODE_A5_length_39886_cov_65.599437_BlackFly12	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes	NA	Autographiviridae	Stubburvirus	Stubburvirus LKA1
NODE_A5_length_42600_cov_38.731910_BlackFly28	Duplodnaviria	Heunggongvirae	Uroviricota	NA	NA	NA	NA	NA
NODE_A5_length_45667_cov_66.606931_BlackFly3	Duplodnaviria	Heunggongvirae	Uroviricota	NA	NA	NA	NA	NA
NODE_A5_length_5444_cov_43.076579_BlackFly22	NA	NA	NA	NA	NA	NA	NA	NA
NODE_A5_length_5463_cov_5.386558_BlackFly11	NA	NA	NA	Naldaviricetes	Lefavirales	Nudiviridae	Alphanudivirus	Drosophila melanogaster nudivirus D
NODE_A5_length_5876_cov_15.788757_BlackFly18	NA	NA	NA	Naldaviricetes	Lefavirales	Hytrosaviridae	NA	Drosophila suzukii associated hytrosavirus 1
NODE_A5_length_6565_cov_59.212700_BlackFly46	Riboviria	Orthornavirae	Negarnaviricota	Monjiviricetes	Mononegavirales	Mymonaviridae	Penicillimonavirus	Penicillimonavirus epsilonplasmoparae
NODE_A5_length_6589_cov_49.913084_BlackFly7	Riboviria	Orthornavirae	Negarnaviricota	Monjiviricetes	Mononegavirales	Mymonaviridae	Penicillimonavirus	Penicillimonavirus epsilonplasmoparae
NODE_A5_length_9982_cov_254.326300_BlackFly34	Riboviria	Orthornavirae	Pisuviricota	Duplopiviricetes	Durnavirales	Hypoviridae	Hypovirus	Fusarium concentricum hypovirus 1
NODE_A50_length_2284_cov_9.218396_BlackFly46	Monodnaviria	Shotokuvirae	Cressdnaviricota	Repensiviricetes	Geplafuvirales	Genomoviridae	NA	Genomoviridae sp.
NODE_A50_length_3037_cov_8.957770_BlackFly21	Riboviria	Orthornavirae	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Chrysoviridae	Chrysovirus	Erysiphe necator associated chrysovirus 3
NODE_A50_length_3141_cov_95.293081_BlackFly34	Riboviria	Orthornavirae	Negarnaviricota	Monjiviricetes	Mononegavirales	NA	NA	NA
NODE_A50_length_3522_cov_10.012772_BlackFly6	Riboviria	Orthornavirae	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Chrysoviridae	Chrysovirus	Erysiphe necator associated chrysovirus 3
NODE_A50_length_4601_cov_7.268568_BlackFly31	Riboviria	Orthornavirae	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Totiviridae	Totivirus	Ustilago maydis virus H1
NODE_A51_length_3364_cov_8.721631_BlackFly6	Riboviria	Orthornavirae	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Totiviridae	Victorivirus	Tolypocladium cylindrosporum virus 2
