Contig1	Contig2	Correlation
NODE_A141_length_1609_cov_171.966057_BlackFly44	NODE_A191_length_2061_cov_6.368448_BlackFly14	0.8486684247915054
NODE_A148_length_1591_cov_119.486129_BlackFly44	NODE_A191_length_2061_cov_6.368448_BlackFly14	0.7499999999999999
NODE_A81_length_1580_cov_29.593480_BlackFly7	NODE_A191_length_2061_cov_6.368448_BlackFly14	0.7499999999999999
NODE_A565_length_1536_cov_15.631254_BlackFly49	NODE_A191_length_2061_cov_6.368448_BlackFly14	0.7572401854185358
NODE_A446_length_1350_cov_122.534171_BlackFly12	NODE_A191_length_2061_cov_6.368448_BlackFly14	0.7027494842451595
NODE_A202_length_2043_cov_99.643947_BlackFly34	NODE_A121_length_2060_cov_3.202723_BlackFly39	0.7156191689757421
NODE_A159_length_2033_cov_112.146217_BlackFly32	NODE_A121_length_2060_cov_3.202723_BlackFly39	0.7018792199226785
NODE_A222_length_2004_cov_8.174883_BlackFly14	NODE_A121_length_2060_cov_3.202723_BlackFly39	0.7132890729181679
NODE_A198_length_1879_cov_765.825194_BlackFly36	NODE_A121_length_2060_cov_3.202723_BlackFly39	0.8117077033708014
NODE_A147_length_1850_cov_1020.131416_BlackFly21	NODE_A121_length_2060_cov_3.202723_BlackFly39	0.8456883037276631
NODE_A29_length_1847_cov_169.840113_BlackFly13	NODE_A121_length_2060_cov_3.202723_BlackFly39	0.7190325425674106
NODE_A209_length_1830_cov_29.011979_BlackFly39	NODE_A121_length_2060_cov_3.202723_BlackFly39	0.7190325425674106
NODE_A293_length_1805_cov_33.294560_BlackFly12	NODE_A121_length_2060_cov_3.202723_BlackFly39	0.7336588857389936
NODE_A231_length_1741_cov_37.003005_BlackFly36	NODE_A121_length_2060_cov_3.202723_BlackFly39	0.7190325425674106
NODE_A115_length_1707_cov_97.667485_BlackFly45	NODE_A121_length_2060_cov_3.202723_BlackFly39	0.7793960012394403
NODE_A560_length_1646_cov_623.774379_BlackFly14	NODE_A121_length_2060_cov_3.202723_BlackFly39	0.7336588857389936
NODE_A141_length_1609_cov_171.966057_BlackFly44	NODE_A121_length_2060_cov_3.202723_BlackFly39	0.8020767218098109
NODE_A148_length_1591_cov_119.486129_BlackFly44	NODE_A121_length_2060_cov_3.202723_BlackFly39	0.7570735310285359
NODE_A565_length_1536_cov_15.631254_BlackFly49	NODE_A121_length_2060_cov_3.202723_BlackFly39	0.7398142353865993
NODE_A187_length_1394_cov_11.202733_BlackFly5	NODE_A121_length_2060_cov_3.202723_BlackFly39	0.7156191689757421
NODE_A237_length_1714_cov_999.905925_BlackFly36	NODE_A50_length_2060_cov_5.677257_BlackFly8	0.8032193289024989
NODE_A140_length_1620_cov_7.853532_BlackFly44	NODE_A50_length_2060_cov_5.677257_BlackFly8	0.8546812695173377
NODE_A76_length_1609_cov_57.654700_BlackFly7	NODE_A50_length_2060_cov_5.677257_BlackFly8	0.8032193289024989
NODE_A370_length_1514_cov_12.560891_BlackFly16	NODE_A50_length_2060_cov_5.677257_BlackFly8	0.752171459683166
NODE_A49_length_1495_cov_18.748942_BlackFly41	NODE_A50_length_2060_cov_5.677257_BlackFly8	0.8166063177175406
NODE_A591_length_1416_cov_27802.443615_BlackFly31	NODE_A50_length_2060_cov_5.677257_BlackFly8	0.7446834847668684
NODE_A82_length_1051_cov_1.725873_BlackFly40	NODE_A50_length_2060_cov_5.677257_BlackFly8	0.8333333333333334
NODE_A202_length_2043_cov_99.643947_BlackFly34	NODE_A192_length_2059_cov_4.832492_BlackFly14	0.7522522522522522
NODE_A159_length_2033_cov_112.146217_BlackFly32	NODE_A192_length_2059_cov_4.832492_BlackFly14	0.8227094042292732
NODE_A222_length_2004_cov_8.174883_BlackFly14	NODE_A192_length_2059_cov_4.832492_BlackFly14	0.8329997599871203
NODE_A75_length_1949_cov_10.237714_BlackFly46	NODE_A192_length_2059_cov_4.832492_BlackFly14	0.7366271394807162
NODE_A198_length_1879_cov_765.825194_BlackFly36	NODE_A192_length_2059_cov_4.832492_BlackFly14	0.7751456965312076
NODE_A147_length_1850_cov_1020.131416_BlackFly21	NODE_A192_length_2059_cov_4.832492_BlackFly14	0.8077351357313071
NODE_A29_length_1847_cov_169.840113_BlackFly13	NODE_A192_length_2059_cov_4.832492_BlackFly14	0.7640574479604161
NODE_A114_length_1809_cov_199.748268_BlackFly44	NODE_A192_length_2059_cov_4.832492_BlackFly14	0.878596619467112
NODE_A293_length_1805_cov_33.294560_BlackFly12	NODE_A192_length_2059_cov_4.832492_BlackFly14	0.7751456965312076
NODE_B26_length_1780_cov_34.506166_BlackFly25	NODE_A192_length_2059_cov_4.832492_BlackFly14	0.7039588468497701
NODE_A115_length_1707_cov_97.667485_BlackFly45	NODE_A192_length_2059_cov_4.832492_BlackFly14	0.8227094042292732
NODE_A560_length_1646_cov_623.774379_BlackFly14	NODE_A192_length_2059_cov_4.832492_BlackFly14	0.8542421961772492
NODE_A141_length_1609_cov_171.966057_BlackFly44	NODE_A192_length_2059_cov_4.832492_BlackFly14	0.8421349857305147
NODE_A148_length_1591_cov_119.486129_BlackFly44	NODE_A192_length_2059_cov_4.832492_BlackFly14	0.8779711460710615
NODE_A81_length_1580_cov_29.593480_BlackFly7	NODE_A192_length_2059_cov_4.832492_BlackFly14	0.8779711460710615
NODE_A99_length_1579_cov_6.503329_BlackFly46	NODE_A192_length_2059_cov_4.832492_BlackFly14	0.7573925077875494
NODE_A811_length_1574_cov_50.465598_BlackFly34	NODE_A192_length_2059_cov_4.832492_BlackFly14	0.7441520826448808
NODE_A565_length_1536_cov_15.631254_BlackFly49	NODE_A192_length_2059_cov_4.832492_BlackFly14	0.7102848052045775
NODE_A187_length_1394_cov_11.202733_BlackFly5	NODE_A192_length_2059_cov_4.832492_BlackFly14	0.7522522522522522
NODE_A283_length_1362_cov_10.116732_BlackFly52	NODE_A192_length_2059_cov_4.832492_BlackFly14	0.7064414335665054
NODE_A446_length_1350_cov_122.534171_BlackFly12	NODE_A192_length_2059_cov_4.832492_BlackFly14	0.8329997599871203
NODE_A2065_length_1129_cov_2.596958_BlackFly3	NODE_A192_length_2059_cov_4.832492_BlackFly14	0.7064414335665054
NODE_A222_length_2004_cov_8.174883_BlackFly14	NODE_A193_length_2058_cov_9.599697_BlackFly14	0.7843696643939826
NODE_A198_length_1879_cov_765.825194_BlackFly36	NODE_A193_length_2058_cov_9.599697_BlackFly14	0.7388664511337208
NODE_A293_length_1805_cov_33.294560_BlackFly12	NODE_A193_length_2058_cov_9.599697_BlackFly14	0.7388664511337208
NODE_A115_length_1707_cov_97.667485_BlackFly45	NODE_A193_length_2058_cov_9.599697_BlackFly14	0.7889395599731439
NODE_A141_length_1609_cov_171.966057_BlackFly44	NODE_A193_length_2058_cov_9.599697_BlackFly14	0.8030239178562929
NODE_A148_length_1591_cov_119.486129_BlackFly44	NODE_A193_length_2058_cov_9.599697_BlackFly14	0.7388664511337208
NODE_A81_length_1580_cov_29.593480_BlackFly7	NODE_A193_length_2058_cov_9.599697_BlackFly14	0.7388664511337208
NODE_A99_length_1579_cov_6.503329_BlackFly46	NODE_A193_length_2058_cov_9.599697_BlackFly14	0.7898120090096905
NODE_A187_length_1394_cov_11.202733_BlackFly5	NODE_A193_length_2058_cov_9.599697_BlackFly14	0.7073992694510777
NODE_A283_length_1362_cov_10.116732_BlackFly52	NODE_A193_length_2058_cov_9.599697_BlackFly14	0.7391829483060021
NODE_A159_length_2033_cov_112.146217_BlackFly32	NODE_A194_length_2057_cov_4.833838_BlackFly14	0.7091754500493885
NODE_A75_length_1949_cov_10.237714_BlackFly46	NODE_A194_length_2057_cov_4.833838_BlackFly14	0.7063907235029436
NODE_A198_length_1879_cov_765.825194_BlackFly36	NODE_A194_length_2057_cov_4.833838_BlackFly14	0.7388664511337208
NODE_A209_length_1830_cov_29.011979_BlackFly39	NODE_A194_length_2057_cov_4.833838_BlackFly14	0.7326950970650465
NODE_A114_length_1809_cov_199.748268_BlackFly44	NODE_A194_length_2057_cov_4.833838_BlackFly14	0.7551955240485916
NODE_A115_length_1707_cov_97.667485_BlackFly45	NODE_A194_length_2057_cov_4.833838_BlackFly14	0.7091754500493885
NODE_A560_length_1646_cov_623.774379_BlackFly14	NODE_A194_length_2057_cov_4.833838_BlackFly14	0.7388664511337208
NODE_A141_length_1609_cov_171.966057_BlackFly44	NODE_A194_length_2057_cov_4.833838_BlackFly14	0.7212344447413002
NODE_A148_length_1591_cov_119.486129_BlackFly44	NODE_A194_length_2057_cov_4.833838_BlackFly14	0.8272091789866657
NODE_A99_length_1579_cov_6.503329_BlackFly46	NODE_A194_length_2057_cov_4.833838_BlackFly14	0.7898120090096905
NODE_A811_length_1574_cov_50.465598_BlackFly34	NODE_A194_length_2057_cov_4.833838_BlackFly14	0.7889395599731439
NODE_A2065_length_1129_cov_2.596958_BlackFly3	NODE_A194_length_2057_cov_4.833838_BlackFly14	0.7391829483060021
NODE_A202_length_2043_cov_99.643947_BlackFly34	NODE_A195_length_2055_cov_5.200202_BlackFly14	0.8227094042292732
NODE_A159_length_2033_cov_112.146217_BlackFly32	NODE_A195_length_2055_cov_5.200202_BlackFly14	0.8505434782608696
NODE_A222_length_2004_cov_8.174883_BlackFly14	NODE_A195_length_2055_cov_5.200202_BlackFly14	0.7555074634398171
NODE_A75_length_1949_cov_10.237714_BlackFly46	NODE_A195_length_2055_cov_5.200202_BlackFly14	0.7477055685427565
NODE_A198_length_1879_cov_765.825194_BlackFly36	NODE_A195_length_2055_cov_5.200202_BlackFly14	0.8126045083289422
NODE_A147_length_1850_cov_1020.131416_BlackFly21	NODE_A195_length_2055_cov_5.200202_BlackFly14	0.8511324546536541
NODE_A29_length_1847_cov_169.840113_BlackFly13	NODE_A195_length_2055_cov_5.200202_BlackFly14	0.78065375798434
NODE_A209_length_1830_cov_29.011979_BlackFly39	NODE_A195_length_2055_cov_5.200202_BlackFly14	0.78065375798434
NODE_A114_length_1809_cov_199.748268_BlackFly44	NODE_A195_length_2055_cov_5.200202_BlackFly14	0.856912782556202
NODE_A293_length_1805_cov_33.294560_BlackFly12	NODE_A195_length_2055_cov_5.200202_BlackFly14	0.7373633501503364
NODE_A231_length_1741_cov_37.003005_BlackFly36	NODE_A195_length_2055_cov_5.200202_BlackFly14	0.7066262464513422
NODE_A115_length_1707_cov_97.667485_BlackFly45	NODE_A195_length_2055_cov_5.200202_BlackFly14	0.7758152173913044
NODE_A560_length_1646_cov_623.774379_BlackFly14	NODE_A195_length_2055_cov_5.200202_BlackFly14	0.8126045083289422
NODE_A141_length_1609_cov_171.966057_BlackFly44	NODE_A195_length_2055_cov_5.200202_BlackFly14	0.8150193858914535
NODE_A148_length_1591_cov_119.486129_BlackFly44	NODE_A195_length_2055_cov_5.200202_BlackFly14	0.7223151185146153
NODE_A81_length_1580_cov_29.593480_BlackFly7	NODE_A195_length_2055_cov_5.200202_BlackFly14	0.7223151185146153
NODE_A67_length_1568_cov_6.042924_BlackFly47	NODE_A195_length_2055_cov_5.200202_BlackFly14	0.8126045083289422
NODE_A565_length_1536_cov_15.631254_BlackFly49	NODE_A195_length_2055_cov_5.200202_BlackFly14	0.8633483482177807
NODE_A187_length_1394_cov_11.202733_BlackFly5	NODE_A195_length_2055_cov_5.200202_BlackFly14	0.8227094042292732
NODE_A202_length_2043_cov_99.643947_BlackFly34	NODE_A196_length_2055_cov_4.812942_BlackFly14	0.7156191689757421
NODE_A159_length_2033_cov_112.146217_BlackFly32	NODE_A196_length_2055_cov_4.812942_BlackFly14	0.856912782556202
NODE_A222_length_2004_cov_8.174883_BlackFly14	NODE_A196_length_2055_cov_4.812942_BlackFly14	0.7132890729181679
NODE_A75_length_1949_cov_10.237714_BlackFly46	NODE_A196_length_2055_cov_4.812942_BlackFly14	0.767251727710804
NODE_A198_length_1879_cov_765.825194_BlackFly36	NODE_A196_length_2055_cov_4.812942_BlackFly14	0.7336588857389936
NODE_A29_length_1847_cov_169.840113_BlackFly13	NODE_A196_length_2055_cov_4.812942_BlackFly14	0.7958224257542215
NODE_A209_length_1830_cov_29.011979_BlackFly39	NODE_A196_length_2055_cov_4.812942_BlackFly14	0.7190325425674106
NODE_A114_length_1809_cov_199.748268_BlackFly44	NODE_A196_length_2055_cov_4.812942_BlackFly14	0.919590643274854
NODE_A115_length_1707_cov_97.667485_BlackFly45	NODE_A196_length_2055_cov_4.812942_BlackFly14	0.7793960012394403
NODE_A560_length_1646_cov_623.774379_BlackFly14	NODE_A196_length_2055_cov_4.812942_BlackFly14	0.8897565210026093
NODE_A141_length_1609_cov_171.966057_BlackFly44	NODE_A196_length_2055_cov_4.812942_BlackFly14	0.8020767218098109
NODE_A148_length_1591_cov_119.486129_BlackFly44	NODE_A196_length_2055_cov_4.812942_BlackFly14	0.8429272304235246
NODE_A81_length_1580_cov_29.593480_BlackFly7	NODE_A196_length_2055_cov_4.812942_BlackFly14	0.7570735310285359
NODE_A99_length_1579_cov_6.503329_BlackFly46	NODE_A196_length_2055_cov_4.812942_BlackFly14	0.7271614469220992
NODE_A811_length_1574_cov_50.465598_BlackFly34	NODE_A196_length_2055_cov_4.812942_BlackFly14	0.7018792199226785
NODE_A67_length_1568_cov_6.042924_BlackFly47	NODE_A196_length_2055_cov_4.812942_BlackFly14	0.7336588857389936
NODE_A446_length_1350_cov_122.534171_BlackFly12	NODE_A196_length_2055_cov_4.812942_BlackFly14	0.797475551481471
NODE_A293_length_1805_cov_33.294560_BlackFly12	NODE_A122_length_2053_cov_3.745445_BlackFly39	0.8542421961772492
NODE_B26_length_1780_cov_34.506166_BlackFly25	NODE_A122_length_2053_cov_3.745445_BlackFly39	0.7039588468497701
NODE_A485_length_1575_cov_11.335113_BlackFly31	NODE_A122_length_2053_cov_3.745445_BlackFly39	0.7073992694510777
NODE_A210_length_1426_cov_3.099333_BlackFly42	NODE_A122_length_2053_cov_3.745445_BlackFly39	0.714569380621856
NODE_A187_length_1394_cov_11.202733_BlackFly5	NODE_A122_length_2053_cov_3.745445_BlackFly39	0.7522522522522522
NODE_A405_length_1095_cov_2.103143_BlackFly11	NODE_A122_length_2053_cov_3.745445_BlackFly39	0.8874935423115977
NODE_A202_length_2043_cov_99.643947_BlackFly34	NODE_A197_length_2051_cov_9.244681_BlackFly14	0.714569380621856
NODE_A159_length_2033_cov_112.146217_BlackFly32	NODE_A197_length_2051_cov_9.244681_BlackFly14	0.8148767696526237
NODE_A222_length_2004_cov_8.174883_BlackFly14	NODE_A197_length_2051_cov_9.244681_BlackFly14	0.7279522854655586
NODE_A75_length_1949_cov_10.237714_BlackFly46	NODE_A197_length_2051_cov_9.244681_BlackFly14	0.7823939351857633
NODE_A198_length_1879_cov_765.825194_BlackFly36	NODE_A197_length_2051_cov_9.244681_BlackFly14	0.7034540996048684
NODE_A29_length_1847_cov_169.840113_BlackFly13	NODE_A197_length_2051_cov_9.244681_BlackFly14	0.7429778792348115
NODE_A209_length_1830_cov_29.011979_BlackFly39	NODE_A197_length_2051_cov_9.244681_BlackFly14	0.7429778792348115
NODE_A114_length_1809_cov_199.748268_BlackFly44	NODE_A197_length_2051_cov_9.244681_BlackFly14	0.7485602101558939
NODE_A560_length_1646_cov_623.774379_BlackFly14	NODE_A197_length_2051_cov_9.244681_BlackFly14	0.7782896421160246
NODE_A141_length_1609_cov_171.966057_BlackFly44	NODE_A197_length_2051_cov_9.244681_BlackFly14	0.7066993442289589
NODE_A67_length_1568_cov_6.042924_BlackFly47	NODE_A197_length_2051_cov_9.244681_BlackFly14	0.7034540996048684
NODE_A446_length_1350_cov_122.534171_BlackFly12	NODE_A197_length_2051_cov_9.244681_BlackFly14	0.7279522854655586
NODE_A202_length_2043_cov_99.643947_BlackFly34	NODE_A202_length_2050_cov_3.101875_BlackFly27	0.7156191689757421
NODE_A159_length_2033_cov_112.146217_BlackFly32	NODE_A202_length_2050_cov_3.101875_BlackFly27	0.856912782556202
NODE_A222_length_2004_cov_8.174883_BlackFly14	NODE_A202_length_2050_cov_3.101875_BlackFly27	0.797475551481471
NODE_A75_length_1949_cov_10.237714_BlackFly46	NODE_A202_length_2050_cov_3.101875_BlackFly27	0.767251727710804
NODE_A198_length_1879_cov_765.825194_BlackFly36	NODE_A202_length_2050_cov_3.101875_BlackFly27	0.8117077033708014
NODE_A147_length_1850_cov_1020.131416_BlackFly21	NODE_A202_length_2050_cov_3.101875_BlackFly27	0.7669863465279652
NODE_A29_length_1847_cov_169.840113_BlackFly13	NODE_A202_length_2050_cov_3.101875_BlackFly27	0.7958224257542215
NODE_A209_length_1830_cov_29.011979_BlackFly39	NODE_A202_length_2050_cov_3.101875_BlackFly27	0.7190325425674106
NODE_A114_length_1809_cov_199.748268_BlackFly44	NODE_A202_length_2050_cov_3.101875_BlackFly27	0.8391812865497076
NODE_A115_length_1707_cov_97.667485_BlackFly45	NODE_A202_length_2050_cov_3.101875_BlackFly27	0.7793960012394403
NODE_A560_length_1646_cov_623.774379_BlackFly14	NODE_A202_length_2050_cov_3.101875_BlackFly27	0.8117077033708014
NODE_A141_length_1609_cov_171.966057_BlackFly44	NODE_A202_length_2050_cov_3.101875_BlackFly27	0.7225916412701
NODE_A148_length_1591_cov_119.486129_BlackFly44	NODE_A202_length_2050_cov_3.101875_BlackFly27	0.8429272304235246
NODE_A81_length_1580_cov_29.593480_BlackFly7	NODE_A202_length_2050_cov_3.101875_BlackFly27	0.7570735310285359
NODE_A99_length_1579_cov_6.503329_BlackFly46	NODE_A202_length_2050_cov_3.101875_BlackFly27	0.7271614469220992
NODE_A811_length_1574_cov_50.465598_BlackFly34	NODE_A202_length_2050_cov_3.101875_BlackFly27	0.7018792199226785
NODE_A67_length_1568_cov_6.042924_BlackFly47	NODE_A202_length_2050_cov_3.101875_BlackFly27	0.7336588857389936
NODE_A187_length_1394_cov_11.202733_BlackFly5	NODE_A202_length_2050_cov_3.101875_BlackFly27	0.7156191689757421
NODE_A446_length_1350_cov_122.534171_BlackFly12	NODE_A202_length_2050_cov_3.101875_BlackFly27	0.797475551481471
NODE_A2065_length_1129_cov_2.596958_BlackFly3	NODE_A202_length_2050_cov_3.101875_BlackFly27	0.7658107895645855
NODE_A237_length_1714_cov_999.905925_BlackFly36	NODE_A52_length_2050_cov_3.372022_BlackFly8	0.79270320951689
NODE_A76_length_1609_cov_57.654700_BlackFly7	NODE_A52_length_2050_cov_3.372022_BlackFly8	0.79270320951689
NODE_A169_length_1445_cov_13.971491_BlackFly5	NODE_A52_length_2050_cov_3.372022_BlackFly8	0.878596619467112
NODE_A82_length_1051_cov_1.725873_BlackFly40	NODE_A52_length_2050_cov_3.372022_BlackFly8	0.7640574479604161
NODE_A159_length_2033_cov_112.146217_BlackFly32	NODE_A198_length_2049_cov_5.371197_BlackFly14	0.7373633501503364
NODE_A222_length_2004_cov_8.174883_BlackFly14	NODE_A198_length_2049_cov_5.371197_BlackFly14	0.7027494842451595
NODE_A75_length_1949_cov_10.237714_BlackFly46	NODE_A198_length_2049_cov_5.371197_BlackFly14	0.7136412401400631
NODE_A198_length_1879_cov_765.825194_BlackFly36	NODE_A198_length_2049_cov_5.371197_BlackFly14	0.7727272727272727
NODE_A147_length_1850_cov_1020.131416_BlackFly21	NODE_A198_length_2049_cov_5.371197_BlackFly14	0.8097503390415867
NODE_A209_length_1830_cov_29.011979_BlackFly39	NODE_A198_length_2049_cov_5.371197_BlackFly14	0.7453559924999298
NODE_A114_length_1809_cov_199.748268_BlackFly44	NODE_A198_length_2049_cov_5.371197_BlackFly14	0.8117077033708014
NODE_A293_length_1805_cov_33.294560_BlackFly12	NODE_A198_length_2049_cov_5.371197_BlackFly14	0.7727272727272727
NODE_A231_length_1741_cov_37.003005_BlackFly36	NODE_A198_length_2049_cov_5.371197_BlackFly14	0.7453559924999298
NODE_A115_length_1707_cov_97.667485_BlackFly45	NODE_A198_length_2049_cov_5.371197_BlackFly14	0.8126045083289422
NODE_A560_length_1646_cov_623.774379_BlackFly14	NODE_A198_length_2049_cov_5.371197_BlackFly14	0.7727272727272727
NODE_A141_length_1609_cov_171.966057_BlackFly44	NODE_A198_length_2049_cov_5.371197_BlackFly14	0.7715167498104595
NODE_A148_length_1591_cov_119.486129_BlackFly44	NODE_A198_length_2049_cov_5.371197_BlackFly14	0.7499999999999999
NODE_A81_length_1580_cov_29.593480_BlackFly7	NODE_A198_length_2049_cov_5.371197_BlackFly14	0.7499999999999999
NODE_A811_length_1574_cov_50.465598_BlackFly34	NODE_A198_length_2049_cov_5.371197_BlackFly14	0.7373633501503364
NODE_A565_length_1536_cov_15.631254_BlackFly49	NODE_A198_length_2049_cov_5.371197_BlackFly14	0.7572401854185358
NODE_A210_length_1426_cov_3.099333_BlackFly42	NODE_A198_length_2049_cov_5.371197_BlackFly14	0.7034540996048684
NODE_A187_length_1394_cov_11.202733_BlackFly5	NODE_A198_length_2049_cov_5.371197_BlackFly14	0.7751456965312076
NODE_A446_length_1350_cov_122.534171_BlackFly12	NODE_A198_length_2049_cov_5.371197_BlackFly14	0.7027494842451595
NODE_A7145_length_1035_cov_5.912317_BlackFly34	NODE_A198_length_2049_cov_5.371197_BlackFly14	0.7453559924999298
NODE_A293_length_1805_cov_33.294560_BlackFly12	NODE_A227_length_2049_cov_3.737830_BlackFly23	0.7751456965312076
NODE_B26_length_1780_cov_34.506166_BlackFly25	NODE_A227_length_2049_cov_3.737830_BlackFly23	0.7039588468497701
NODE_A99_length_1593_cov_70.407652_BlackFly25	NODE_A227_length_2049_cov_3.737830_BlackFly23	0.7615829436171611
NODE_A405_length_1095_cov_2.103143_BlackFly11	NODE_A227_length_2049_cov_3.737830_BlackFly23	0.8077351357313071
NODE_A7145_length_1035_cov_5.912317_BlackFly34	NODE_A227_length_2049_cov_3.737830_BlackFly23	0.7640574479604161
NODE_A159_length_2033_cov_112.146217_BlackFly32	NODE_A124_length_2048_cov_4.128361_BlackFly39	0.7587813122535154
NODE_A209_length_1830_cov_29.011979_BlackFly39	NODE_A124_length_2048_cov_4.128361_BlackFly39	0.7503379603043694
NODE_A114_length_1809_cov_199.748268_BlackFly44	NODE_A124_length_2048_cov_4.128361_BlackFly39	0.7133922984085064
NODE_A293_length_1805_cov_33.294560_BlackFly12	NODE_A124_length_2048_cov_4.128361_BlackFly39	0.727544491872711
NODE_A231_length_1741_cov_37.003005_BlackFly36	NODE_A124_length_2048_cov_4.128361_BlackFly39	0.8233797086525823
NODE_A115_length_1707_cov_97.667485_BlackFly45	NODE_A124_length_2048_cov_4.128361_BlackFly39	0.7587813122535154
NODE_A560_length_1646_cov_623.774379_BlackFly14	NODE_A124_length_2048_cov_4.128361_BlackFly39	0.727544491872711
NODE_A141_length_1609_cov_171.966057_BlackFly44	NODE_A124_length_2048_cov_4.128361_BlackFly39	0.7423074889580903
NODE_A811_length_1574_cov_50.465598_BlackFly34	NODE_A124_length_2048_cov_4.128361_BlackFly39	0.7587813122535154
NODE_A67_length_1568_cov_6.042924_BlackFly47	NODE_A124_length_2048_cov_4.128361_BlackFly39	0.727544491872711
NODE_A210_length_1426_cov_3.099333_BlackFly42	NODE_A124_length_2048_cov_4.128361_BlackFly39	0.7173562891018828
NODE_A7145_length_1035_cov_5.912317_BlackFly34	NODE_A124_length_2048_cov_4.128361_BlackFly39	0.8233797086525823
NODE_A114_length_1809_cov_199.748268_BlackFly44	NODE_A125_length_2048_cov_3.282090_BlackFly39	0.7018792199226785
NODE_A293_length_1805_cov_33.294560_BlackFly12	NODE_A125_length_2048_cov_3.282090_BlackFly39	0.8126045083289422
NODE_A231_length_1741_cov_37.003005_BlackFly36	NODE_A125_length_2048_cov_3.282090_BlackFly39	0.8546812695173377
NODE_A115_length_1707_cov_97.667485_BlackFly45	NODE_A125_length_2048_cov_3.282090_BlackFly39	0.7010869565217392
NODE_A99_length_1593_cov_70.407652_BlackFly25	NODE_A125_length_2048_cov_3.282090_BlackFly39	0.7383936316623424
NODE_A811_length_1574_cov_50.465598_BlackFly34	NODE_A125_length_2048_cov_3.282090_BlackFly39	0.7758152173913044
NODE_A210_length_1426_cov_3.099333_BlackFly42	NODE_A125_length_2048_cov_3.282090_BlackFly39	0.8148767696526237
NODE_A405_length_1095_cov_2.103143_BlackFly11	NODE_A125_length_2048_cov_3.282090_BlackFly39	0.8511324546536541
NODE_A7145_length_1035_cov_5.912317_BlackFly34	NODE_A125_length_2048_cov_3.282090_BlackFly39	0.7066262464513422
NODE_A202_length_2043_cov_99.643947_BlackFly34	NODE_A199_length_2048_cov_4.072045_BlackFly14	0.7615829436171611
NODE_A159_length_2033_cov_112.146217_BlackFly32	NODE_A199_length_2048_cov_4.072045_BlackFly14	0.8916451401205645
NODE_A222_length_2004_cov_8.174883_BlackFly14	NODE_A199_length_2048_cov_4.072045_BlackFly14	0.764099759994363
NODE_A75_length_1949_cov_10.237714_BlackFly46	NODE_A199_length_2048_cov_4.072045_BlackFly14	0.7226443482871818
NODE_A198_length_1879_cov_765.825194_BlackFly36	NODE_A199_length_2048_cov_4.072045_BlackFly14	0.8486684247915054
NODE_A147_length_1850_cov_1020.131416_BlackFly21	NODE_A199_length_2048_cov_4.072045_BlackFly14	0.8062629992810061
NODE_A29_length_1847_cov_169.840113_BlackFly13	NODE_A199_length_2048_cov_4.072045_BlackFly14	0.752171459683166
NODE_A209_length_1830_cov_29.011979_BlackFly39	NODE_A199_length_2048_cov_4.072045_BlackFly14	0.752171459683166
NODE_A114_length_1809_cov_199.748268_BlackFly44	NODE_A199_length_2048_cov_4.072045_BlackFly14	0.8020767218098109
NODE_A115_length_1707_cov_97.667485_BlackFly45	NODE_A199_length_2048_cov_4.072045_BlackFly14	0.8916451401205645
NODE_A560_length_1646_cov_623.774379_BlackFly14	NODE_A199_length_2048_cov_4.072045_BlackFly14	0.9258200997725513
NODE_A141_length_1609_cov_171.966057_BlackFly44	NODE_A199_length_2048_cov_4.072045_BlackFly14	0.7642857142857143
NODE_A148_length_1591_cov_119.486129_BlackFly44	NODE_A199_length_2048_cov_4.072045_BlackFly14	0.8100925873009825
NODE_A81_length_1580_cov_29.593480_BlackFly7	NODE_A199_length_2048_cov_4.072045_BlackFly14	0.8100925873009825
NODE_A811_length_1574_cov_50.465598_BlackFly34	NODE_A199_length_2048_cov_4.072045_BlackFly14	0.7383936316623424
NODE_A446_length_1350_cov_122.534171_BlackFly12	NODE_A199_length_2048_cov_4.072045_BlackFly14	0.8473185457363233
NODE_A202_length_2043_cov_99.643947_BlackFly34	NODE_A199_length_2047_cov_4.091371_BlackFly34	0.8227094042292732
NODE_A159_length_2033_cov_112.146217_BlackFly32	NODE_A199_length_2047_cov_4.091371_BlackFly34	0.8505434782608696
NODE_A222_length_2004_cov_8.174883_BlackFly14	NODE_A199_length_2047_cov_4.091371_BlackFly34	0.7555074634398171
NODE_A75_length_1949_cov_10.237714_BlackFly46	NODE_A199_length_2047_cov_4.091371_BlackFly34	0.8215364595119694
NODE_A198_length_1879_cov_765.825194_BlackFly36	NODE_A199_length_2047_cov_4.091371_BlackFly34	0.7373633501503364
NODE_A147_length_1850_cov_1020.131416_BlackFly21	NODE_A199_length_2047_cov_4.091371_BlackFly34	0.7752616523749652
NODE_A29_length_1847_cov_169.840113_BlackFly13	NODE_A199_length_2047_cov_4.091371_BlackFly34	0.7066262464513422
NODE_A209_length_1830_cov_29.011979_BlackFly39	NODE_A199_length_2047_cov_4.091371_BlackFly34	0.78065375798434
NODE_A114_length_1809_cov_199.748268_BlackFly44	NODE_A199_length_2047_cov_4.091371_BlackFly34	0.856912782556202
NODE_A231_length_1741_cov_37.003005_BlackFly36	NODE_A199_length_2047_cov_4.091371_BlackFly34	0.7066262464513422
NODE_A115_length_1707_cov_97.667485_BlackFly45	NODE_A199_length_2047_cov_4.091371_BlackFly34	0.7010869565217392
